Z,N,symb,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,atomic mass, unc, mass excess,unc
40,55,Zr,,,0, ,5/2+, ,64.032,6,d,5532360,520,B-,100, , , , , , , , ,1.13, ,0.22, ,1126.318,985,-7362.19,173,-4432.93,6,-4451.092,7,6461.93,86,10597.45,6,8643.592,9,94908040.267,933,-85659.940,869,
40,57,Zr,4.3792,136,0, ,1/2+, ,16.749,8,h,60300,30,B-,100, , , , , , , , ,-0.937, , , ,2663.115,4248,-5411.16,41,-5281.74,8,-6821.237,7,5575.13,40,11895.74,6,8603.779,4,96910957.386,444,-82942.661,414,
40,59,Zr,4.4156,181,0, ,(1/2+), ,2.1,1,s,2.1,0.1,B-,100, , , , , , , , ,-0.93, , , ,4714.724,15950,-2167.34,12,-4925.98,12,-6970.792,12,4405.23,13,12614.81,13,8539.264,106,98916670.835,11274,-77620.617,10502,
40,61,Zr,4.5119,318,0, ,(3/2+), ,2.3,1,s,2.3,0.1,B-,100, , , , , , , , , , , , ,5725.534,9143,-1439.87,12,-7009.42,9,-8104.955,11,4859.84,12,13127.53,14,8485.892,83,100921453.11,8951,-73165.957,8339,
40,63,Zr,,,0, ,(5/2-), ,1.3,1,s,1.3,0.1,B-,100, , , , , , , , , , , , ,7213.337,10036,417.89,10,-7718.85,10,-9357.759,15,4298.94,13,13931.13,10,8425.895,90,102927197.24,9911,-67815.334,9232,
40,65,Zr,,,0, ,(5/2+), ,670,28,ms,0.67,0.03,B-,100, ,B-N,2, , , , , , , , , ,8450.817,12770,2282.96,12,-8564.74,15,-10194.373,1337,3811.99,15,14690,401,8358.659,115,104934014.89,13008,-61464.734,12118,
40,67,Zr,,,0, , , ,146,4,ms,0.146,0.004,B-,100, ,B-N,23, , , , , , , , , ,9344.122,1122479,3752.35,1122,-9382,1139,-12015.688,1230,3901.02,1203,15616,1230,8287.073,10490,106941621,1205000,-54379.688,1122450,
40,69,Zr,,,0, ,(5/2+), ,56,3,ms,0.056,0.003,B-,100, , , , , , , , , , , , ,10497,566,5282,503,-10007,711,-12993.0,862,2911,643,16185,780,8208,5,108950410,540,-46193,503,
40,71,Zr,,,0, , , ,24.0,50,ms,0.024,0.005,B-,100, ,B-2N, , ,B-N, , , , , , , ,11316,760,6679,1092,-11085,989,,,2745,919,,,8128,6,110959678,751,-37560,700,
41,40,Nb,,,0, , ,LT,200, ,ns,0.0000002, ,EC+B+, , , , , , , , , , , , , ,-14610,640,,,-2347,448,11100.139,411,16011,565,-711,500,8248,5,80950230,429,-46360,400,
41,42,Nb,,,0, ,(5/2+), ,3.9,2,s,3.9,0.2,EC+B+,100, , , , , , , , , , , , ,-11216,428,-25257,427,-2163.17,170,8355.571,151,13537,336,1213.77,151,8378.304,1818,82938211,162000,-57556.083,150902,
41,44,Nb,,,0, ,(9/2+), ,20.5,12,s,20.5,1.2,EC+B+,100, , , , , , , , , , , , ,-8769.923,16357,-20181,298,-2991.68,7,6895.513,8,13132.28,14,2146.96,7,8473.711,48,84928845.837,4400,-66279.676,4099,
41,46,Nb,,,0, ,(1/2)-, ,3.7,1,m,222,6,EC+B+,100, , , , , , , , , , , , ,-6989.678,7378,-17835.56,8,-4093.74,20,5472.651,8,12811.75,9,3194.44,8,8551.757,78,86920692.472,7302,-73874.486,6802,
41,48,Nb,,,0, ,(9/2+), ,2.03,7,h,7310,250,EC+B+,100, , , , , , , , ,6.216, , , ,-5610.275,23953,-16009.98,24,-5208,30,4250.352,24,12522.94,63,4285.31,24,8616.812,266,88913445.272,25369,-80625.209,23631,
41,50,Nb,4.2878,40,0, ,9/2+, ,6.8E+2,13,Y,21458709660,4102400380,EC+B+,100, , , , , , , , ,6.521, ,-0.25, ,-4429.18,6744,-14536.82,5,-6044.54,3,1257.565,2928,12047.80,4,5154.44,293,8670.897,32,90906990.274,3141,-86638.001,2926,
41,52,Nb,4.3240,17,0, ,9/2+, ,STABLE, , , , , , , , , , , , , , ,6.1705, ,-0.32, ,-405.769,1501,-8475.58,150,-1929.4,220,-90.806,1559,8830.86,199,6042.78,149,8664.184,16,92906373.161,1600,-87212.838,1491,
41,54,Nb,,,0, ,9/2+, ,34.991,6,d,3023220,520,B-,100, , , , , , , , ,6.141, ,0, ,925.601,494,-6443.51,50,-2859.88,191,-1126.318,1006,8488.51,157,6805.91,53,8647.212,5,94906831.115,545,-86786.258,508,
41,56,Nb,,,0, ,9/2+, ,72.1,7,m,4326,42,B-,100, , , , , , , , ,6.153, , , ,1938.915,4248,-4882.22,4,-3803.53,11,-2663.115,4,8074.28,4,7455.90,4,8623.168,44,96908098.414,4561,-85605.776,4249,
41,58,Nb,4.4062,125,0, ,9/2+, ,15.0,2,s,15,0.2,B-,100, , , , , , , , ,5.97, ,0.42, ,3634.758,12006,-2290.69,12,-3551.41,14,-4714.724,16,6882.06,13,8337.60,15,8578.985,121,98911609.371,12886,-82335.341,12004,
41,60,Nb,4.4861,203,0, ,(5/2+), ,7.1,3,s,7.1,0.3,B-,100, , , , , , , , , , , , ,4628.458,3738,-769.78,4,-5194.98,8,-5725.534,9,7165.41,9,9803.02,9,8534.835,37,100915306.496,4024,-78891.491,3749,
41,62,Nb,4.5097,227,0, ,(5/2+), ,1.5,2,s,1.5,0.2,B-,100, , , , , , , , , , , , ,5931.999,10036,466.07,9,-6803.76,8,-7213.337,10,6795.44,5,10729.93,10,8488.331,38,102919453.403,4224,-75028.671,3935,
41,64,Nb,,,0, ,(5/2+), ,2.95,6,s,2.95,0.06,B-,100, ,B-N,1.7,0.9, , , , , , , , ,7421.59,9920,2363.10,10,-7279.47,8,-8450.817,13,6167.86,5,11480.46,10,8431.692,38,104924942.564,4324,-69915.551,4027,
41,66,Nb,,,0, , , ,300,9,ms,0.3,0.009,B-,100, , , , , , , , , , , , ,8827.75,12232,4339.40,12,-7691.15,14,-9344.122,1122,5591.77,9,12462.79,433,8367.089,75,106931589.672,8612,-63723.810,8023,
41,68,Nb,,,0, ,(5/2+), ,108,5,ms,0.108,0.005,B-,100, ,B-N,15, , , , , , , , , ,9976.202,258732,5994.83,259,-7844.35,1361,-10496.794,566,5215.35,259,12625,477,8297.13,2371,108939141,277500,-56689.794,258490,
41,70,Nb,,,0, , , ,54,2,ms,0.054,0.002,B-,100, ,B-2N, , ,B-N, , , , , , , ,11064,298,7596,299,-8936,585,-11315.0,761,4637,890,13278,667,8223,3,110947530,320,-48875,298,
41,72,Nb,,,0, , , ,32,4,ms,0.032,0.004,B-,100, ,B-2N, , ,B-N, , , , , , , ,11979,500,8882,446,-9735,806,,,4308,499,13989,806,8146,4,112956510,430,-40511,401,
41,74,Nb,,,0, , , ,23,8,ms,0.023,0.008,B-,100, ,B-2N, , ,B-N, , , , , , , ,13395,643,10382,585,,,,,4038,711,,,8065,4,114966340,540,-31354,503,
42,39,Mo,,,0, , ,GT,450, ,ns,0.00000045, ,EC+B+, , ,ECP, , , , , , , , , , ,,,,,-2135,640,14610.0,640,,,619,640,8058,6,80965915,537,-31750,500,
42,41,Mo,,,0, , , ,6,+30-3,ms,0.006, ,EC+B+,100, , , , , , , , , , , , ,-15020,641,,,-1995,500,11216.083,428,14041,566,1539,500,8234,5,82950252,430,-46340,401,
42,43,Mo,,,0, ,(1/2-), ,3.2,2,s,3.2,0.2,EC+B+,100, ,ECP,0.14,0.02, , , , , , , , ,-11660,400,-27881,400,-2474.53,95,8769.923,16,11411,298,3580.01,21,8361.331,186,84938260.737,17000,-57509.753,15835,
42,45,Mo,,,0, ,(7/2+), ,14.1,3,s,14.1,0.3,EC+B+,100, ,B+P,15,8, , , , , , , , ,-9194.764,5073,-23386,300,-3398.07,7,6989.678,7,10845.88,5,5039.72,6,8462.424,33,86928196.201,3067,-66884.808,2857,
42,47,Mo,,,0, ,(9/2+), ,2.11,10,m,127,6,EC+B+,100, , , , , , , , , , , , ,-7620.087,5467,-21404.94,149,-4264.66,8,5610.274,24,10399.71,5,6130.32,59,8544.984,44,88919468.15,4200,-75014.935,3912,
42,49,Mo,4.3182,11,0, ,9/2+, ,15.49,1,m,929.4,0.6,EC+B+,100, , , , , , , , ,-0.932, , , ,-6222.175,6671,-19555.45,6,-5286.6,7,4429.18,7,10107.64,7,6836.27,7,8613.628,69,90911745.195,6696,-82208.821,6238,
42,51,Mo,,,0, ,5/2+, ,4.0E+3,8,Y,126227703900,25245540780,EC,100, , , , , , , , , , , , ,-3200.963,1004,-15952.69,3,-4356.42,3,405.769,1502,8069.81,9,7642.75,179,8651.409,2,92906808.773,193,-86807.069,181,
42,53,Mo,4.3628,18,0, ,5/2+, ,STABLE, , , , , , , , , , , , , , ,-0.9142, ,-0.022, ,-1690.518,5078,-11624.86,4,-2241.21,16,-925.6,5,7369.11,9,8631.77,149,8648.72,1,94905837.442,132,-87711.858,123,
42,55,Mo,4.3880,15,0, ,5/2+, ,STABLE, , , , , , , , , , , , , , ,-0.9335, ,0.255, ,-320.266,4117,-9794.37,5,-2847.57,49,-1938.915,4,6821.13,16,9230.85,19,8635.092,2,96906016.903,176,-87544.691,165,
42,57,Mo,,,0, ,1/2+, ,65.924,6,h,237326,22,B-,100, , , , , , , , ,0.375, , , ,1357.764,890,-7609.21,3,-2735.07,90,-3634.757,12,5925.44,15,9734.47,5,8607.797,2,98907707.298,245,-85970.098,229,
42,59,Mo,,,0, ,1/2+, ,14.61,3,m,876.6,1.8,B-,100, , , , , , , , , , , , ,2824.645,24002,-5570.32,137,-3002.2,52,-4628.458,4,5398.24,7,11011.52,8,8572.915,3,100910337.641,331,-83519.949,309,
42,61,Mo,4.5145,46,0, ,(3/2+), ,67.5,15,s,67.5,1.5,B-,100, , , , , , , , , , , , ,3643.197,13471,-4459.11,13,-5764.97,14,-5931.999,10,5465.93,12,11945.10,10,8538.328,90,102913085.14,9911,-80960.670,9232,
42,63,Mo,4.5389,57,0, ,(5/2-), ,35.6,16,s,35.6,1.6,B-,100, , , , , , , , , , , , ,4952.947,35031,-2905.01,26,-6596.1,12,-7421.59,10,5058.49,13,12807.10,9,8494.923,86,104916975.159,9731,-77337.141,9065,
42,65,Mo,,,0, ,(5/2+), ,3.5,5,s,3.5,0.5,B-,100, , , , , , , , , , , , ,6198.355,12667,-846.65,15,-7161.14,13,-8827.75,12,4488.35,13,13637.17,10,8442.28,86,106922112.692,9912,-72551.560,9233,
42,67,Mo,,,0, ,(5/2+), ,0.61,+3-4,s,0.61, ,B-,100, ,B-N,1.3,0.6, , , , , , , , ,7616.78,14787,1185.46,14,-7626.18,16,-9976.202,259,3981.37,14,14409.20,14,8381.477,103,108928431.106,12010,-66665.996,11188,
42,69,Mo,,,0, ,(1/2+ 3/2+), ,186,9,ms,0.186,0.009,B-,100, ,B-N,12, , , , , , , , , ,9084.861,6800,3023.43,15,-7984.99,1123,-11064.761,298,3468.49,27,14918.82,838,8315.292,113,110935652.016,13502,-59939.761,12578,
42,71,Mo,,,0, , , ,80,2,ms,0.08,0.002,B-,100, ,B-N, , , , , , , , , , ,10322,300,4698,300,-8722,586,-11979.0,501,3097,358,15505,423,8245,3,112943650,322,-52490,300,
42,73,Mo,,,0, , , ,45.5,20,ms,0.0455,0.002,B-,100, ,B-2N, , ,B-N, , , , , , , ,11571,885,5780,590,-9614,806,-13395.0,643,3013,499,16650,643,8175,3,114951960,430,-44749,401,
42,75,Mo,,,0, , , ,22,5,ms,0.022,0.005,B-2N, , ,B-N, , ,B-, , , , , , , ,12212,641,7214,582,,,,,2741,707,,,8100,4,116961170,537,-36170,500,
43,42,Tc,,,0, , ,LT,100, ,ns,0.0000001, ,P, , , , , , , , , , , , , ,-14900,640,,,-1914,565,11659.753,400,16221,565,-1031,499,8215,5,84950778,429,-45850,400,
43,44,Tc,,,0, ,(9/2+), ,2.2,2,s,2.2,0.2,EC+B+,100, , , , , , , , , , , , ,-12170,400,-25991,400,-2558.88,151,9194.764,5,14191,300,868.77,6,8347.744,48,86938067.187,4500,-57690.044,4192,
43,46,Tc,,,0, ,(9/2+), ,12.8,9,s,12.8,0.9,EC+B+,100, , , , , , , , , , , , ,-9135,298,-21127,300,-3540.09,6,7620.087,5,13784.85,149,1997.27,5,8450.575,43,88927648.65,4100,-67394.848,3819,
43,48,Tc,,,0, ,(9/2)+, ,3.14,2,m,188.4,1.2,EC+B+,100, , , , , , , , , , , , ,-7746.824,3242,-19174.17,4,-4537.08,7,6222.175,7,13333.28,258,3103.11,4,8536.655,26,90918424.975,2536,-75986.646,2363,
43,50,Tc,,,0, ,9/2+, ,2.75,5,h,9900,180,EC+B+,100, , , , , , , , ,6.32, , , ,-6389.393,2299,-17376.22,290,-5405.81,24,3200.963,1028,12751.73,3,4086.50,100,8608.577,11,92910245.149,1086,-83606.106,1012,
43,52,Tc,,,0, ,9/2+, ,20.0,1,h,72000,360,EC+B+,100, , , , , , , , ,5.94, , , ,-2563.596,10531,-11509.07,6,-1808.25,6,1690.517,5,9934.34,7,4896.25,5,8622.69,53,94907652.287,5453,-86021.341,5080,
43,54,Tc,,,0, ,9/2+, ,4.21E+6,16,Y,132854658353030,5049108155930,EC,100, , , , , , , , , , , , ,-1103.873,4956,-9215.37,4,-2436.5,4,320.267,4,9474.11,7,5718.52,4,8623.725,42,96906360.723,4420,-87224.424,4118,
43,56,Tc,,,0, ,9/2+, ,2.111E+5,12,Y,6661667073240,37868311170,B-,100, , , , , , , , ,5.6847, ,-0.129, ,297.519,946,-7174.32,7,-2966.52,104,-1357.764,936,8966.97,3,6500.86,90,8613.61,9,98906249.678,974,-87327.862,908,
43,58,Tc,,,0, ,9/2+, ,14.22,1,m,853.2,0.6,B-,100, , , , , , , , , , , , ,1613.52,24000,-5188.52,24,-3163.73,24,-2824.645,24,8394.97,24,7440.54,24,8593.136,238,100907305.26,25768,-86344.594,24004,
43,60,Tc,,,0, ,5/2+, ,54.2,8,s,54.2,0.8,B-,100, , , , , , , , , , , , ,2663.304,9808,-3568.75,10,-4693.44,16,-3643.197,13,8102.31,13,8326.78,13,8566.103,95,102909174.008,10531,-84603.867,9810,
43,62,Tc,,,0, ,(3/2-), ,7.6,1,m,456,6,B-,100, , , , , , , , , , , , ,3644.402,35280,-2265.70,35,-5823.51,35,-4952.947,36,7857.96,43,9229.09,36,8534.643,336,104911657.952,37857,-82290.088,35264,
43,64,Tc,,,0, ,(3/2-), ,21.2,2,s,21.2,0.2,B-,100, , , , , , , , , , , , ,5112.598,11724,-498.01,10,-6146.16,10,-6198.354,13,7045.01,15,9904.36,13,8492.897,81,106915458.485,9310,-78749.914,8673,
43,66,Tc,,,0, ,(5/2+), ,0.91,3,s,0.91,0.03,B-,100, ,B-N,0.08,0.02, , , , , , , , ,6455.626,12657,1307.26,12,-6792.14,10,-7616.779,15,6431.31,13,10815.80,13,8444.178,89,108920254.156,10380,-74282.775,9669,
43,68,Tc,,,0, ,(5/2+), ,290,20,ms,0.29,0.02,B-,100, ,B-N,0.85,0.2, , , , , , , , ,7760.649,13848,2976.64,13,-7725.73,13,-9084.861,16,6061.43,14,11771.01,26,8390.089,95,110925899.016,11359,-69024.622,10581,
43,70,Tc,,,0, ,(5/2+), ,152,8,ms,0.152,0.008,B-,100, ,B-N,2.1,0.3, , , , , , , , ,9056.578,37028,4747.96,10,-8546.66,259,-10321.541,300,5623.92,6,12637,196,8329.464,30,112932569.033,3600,-62811.541,3353,
43,72,Tc,,,0, , , ,78,2,ms,0.078,0.002,B-,100, ,B-N, , , , , , , , , , ,9869.744,794386,5830.50,789,-9869,844,-11570.99,885,5791.02,900,13802,844,8268.527,6865,114939538,847500,-56319.990,789441,
43,74,Tc,,,0, , , ,44.5,30,ms,0.044,0.003,B-,100, ,B-2N, , ,B-N, , , , , , , ,11108,590,7616,401,-10296,566,-12212.0,641,4997,499,14171,641,8197,3,116948060,430,-48382,401,
43,76,Tc,,,0, , , ,22,3,ms,0.022,0.003,B-,100, ,B-2N, , ,B-N, , , , , , , ,12193,585,8818,541,-11442,711,,,4653,643,15030,709,8128,4,118956660,540,-40371,503,
43,78,Tc,,,0, , , ,22,6,ms,0.022,0.006,B-,100, ,B-2N, , ,B-N, , , , , , , ,13267,641,10161,641,,,,,4333,709,,,8056,4,120965883,537,-31780,500,
44,41,Ru,,,0, , ,GT,450, ,ns,0.00000045, ,P, , ,ECP, , ,EC+B+, , , , , , , ,,,,,-1625,707,14900.0,640,,,538,640,8030,6,84966774,537,-30950,500,
44,45,Ru,,,0, ,(9/2+), ,1.5,2,s,1.5,0.2,EC+B+,100, ,ECP,3, , , , , , , , , ,-12400,468,-29471,499,-3175,298,9134.848,298,11992,423,3868,333,8339,3,88937455,320,-58260,298,
44,47,Ru,,,0, ,(9/2+), ,8.0,4,s,8,0.4,EC+B+,100, , , , , , , , , , , , ,-9670,298,-24611,300,-3779.93,4,7746.823,3,11427.35,4,4804.11,245,8442.928,24,90926741.532,2384,-68239.823,2221,
44,49,Ru,,,0, ,(9/2)+, ,59.7,6,s,59.7,0.6,EC+B+,100, , , , , , , , , , , , ,-8204.913,3343,-22288.94,5,-4626.69,4,6389.393,23,10986.83,3,5579.99,4,8531.462,22,92917104.444,2216,-77216.713,2065,
44,51,Ru,,,0, ,5/2+, ,1.643,13,h,5910,50,EC+B+,100, , , , , , , , ,-0.861, , , ,-5117.138,10266,-18621.45,10,-3673.84,11,2563.596,11,8945.47,10,6588.40,10,8587.47,100,94910404.42,10200,-83457.745,9502,
44,53,Ru,,,0, ,5/2+, ,2.83,23,d,244510,19870,EC+B+,100, , , , , , , , ,-0.787, , , ,-3523,35355,-14504.15,10,-1738.4,277,1103.872,5,8111.50,276,7587.89,6,8604.279,28,96907545.779,2965,-86120.552,2763,
44,55,Ru,4.4338,42,0, ,5/2+, ,STABLE, , , , , , , , , , , , , , ,-0.641, ,0.079, ,-2044.081,6690,-12521.49,12,-2338.44,36,-297.519,971,7471.84,6,8482.15,3,8608.712,3,98905930.278,369,-87625.381,344,
44,57,Ru,4.4606,20,0, ,5/2+, ,STABLE, , , , , , , , , , , , , , ,-0.719, ,0.44, ,-545.697,5852,-10438.30,18,-2838.34,45,-1613.52,24,6802.04,24,9226.14,140,8601.365,4,100905573.075,445,-87958.114,415,
44,59,Ru,,,0, ,3/2+, ,39.247,13,d,3390940,1120,B-,100, , , , , , , , ,0.2, ,0.62, ,764.538,2260,-8555.17,6,-3721.99,50,-2663.304,10,6232.05,15,9983.26,9,8584.365,4,102906314.833,475,-87267.171,443,
44,61,Ru,,,0, ,3/2+, ,4.44,2,h,15980,70,B-,100, , , , , , , , ,-0.32, , , ,1916.752,2851,-7046.46,3,-4839.46,250,-3644.402,35,5910.10,11,10720.02,25,8561.9,24,104907745.525,2682,-85934.490,2499,
44,63,Ru,,,0, ,(5/2)+, ,3.75,5,m,225,3,B-,100, , , , , , , , , , , , ,3001.191,14847,-5571.20,10,-5326.76,13,-5112.598,12,5610.61,10,11375.26,15,8533.366,81,106909969.885,9310,-83862.512,8673,
44,65,Ru,,,0, ,(5/2+), ,34.4,2,s,34.4,0.2,B-,100, , , , , , , , , , , , ,4261.054,9822,-3778.00,17,-5826.18,13,-6455.626,13,5148.37,12,12104.59,12,8496.227,82,108913323.756,9612,-80738.401,8954,
44,67,Ru,,,0, ,5/2+, ,2.12,7,s,2.12,0.07,B-,100, , , , , , , , , , , , ,5519.181,11860,-2027.90,20,-6658.63,13,-7760.649,14,4784.01,13,13039.73,13,8452.957,87,110917567.616,10394,-76785.271,9682,
44,69,Ru,,,0, ,(1/2+), ,0.80,5,s,0.8,0.05,B-,100, , , , , , , , , , , , ,6899.417,37558,-207.93,57,-7627.04,39,-9056.578,37,4308.62,38,13898.15,37,8402.688,326,112922846.396,39587,-71868.119,36875,
44,71,Ru,,,0, ,(3/2+), ,318,19,ms,0.318,0.019,B-,100, ,B-N, , , , , , , , , , ,8040.097,88790,1449.57,114,-8674.89,89,-9869.744,794,4039.24,89,14878.42,442,8347.547,770,114928942.393,95004,-66189.734,88496,
44,73,Ru,,,0, , , ,151,3,ms,0.151,0.003,B-,100, ,B-N, , , , , , , , , , ,9407.508,433236,3174.94,439,-9425,527,-11107.865,590,3492.27,433,15323,526,8285.562,3702,116936135,465000,-59489.865,433145,
44,75,Ru,,,0, , , ,69.5,20,ms,0.0695,0.002,B-,100, ,B-2N, , ,B-N, , , , , , , ,10259,298,4252,299,-10240,499,-12193.0,585,3376,359,16064,499,8224,3,118943570,320,-52564,298,
44,77,Ru,,,0, , , ,29,2,ms,0.029,0.002,B-,100, ,B-2N, , ,B-N, , , , , , , ,11203,738,5696,446,-11302,641,-13267.0,641,3106,566,16818,643,8159,3,120951640,430,-45047,401,
44,79,Ru,,,0, , , ,19,2,ms,0.019,0.002,B-,100, ,B-2N, , ,B-N, , , , , , , ,12280,640,6929,583,,,,,3001,707,,,8093,4,122960193,537,-37080,500,
45,44,Rh,,,0, , ,LT,120, ,ns,0.00000012, ,ECP, , ,EC+B+, , ,P, , , , , , , ,,,,,-2436,538,12399.0,468,17072,538,-1190,200,8191,4,88950767,387,-45861,361,
45,46,Rh,,,0, ,(9/2+), ,1.47,22,s,1.47,0.22,EC+B+,100, ,B+P,1.3,0.5, , , , , , , , ,-12639,499,-26931,499,-3304,298,9669.823,298,14941,423,975,298,8328,3,90937123,320,-58570,298,
45,48,Rh,,,0, ,(9/2+), ,12.2,7,s,12.2,0.7,EC+B+,100, , , , , , , , , , , , ,-10011,301,-22503,300,-4041.87,5,8204.913,3,14084.03,5,1999.57,4,8434.825,28,92925912.781,2821,-69011.800,2629,
45,50,Rh,,,0, ,9/2+, ,5.02,10,m,301,6,EC+B+,100, , , , , , , , , , , , ,-8374.706,4928,-20309.66,6,-4778.88,5,5117.139,10,13504.31,5,3045.99,5,8525.37,41,94915897.895,4171,-78340.606,3886,
45,52,Rh,,,0, ,9/2+, ,30.7,6,m,1842,36,EC+B+,100, , , , , , , , , , , , ,-4791.709,35792,-14485.46,36,-1416.36,35,3523.0,36,10981.15,37,3806.15,35,8559.894,366,96911327.876,38071,-82597.552,35463,
45,54,Rh,,,0, ,1/2-, ,16.1,2,d,1391040,17280,EC+B+,100, , , , , , , , , , , , ,-3398.649,8007,-12331.64,8,-1984.88,8,2044.081,7,10477.41,14,4645.41,9,8580.163,68,98908124.69,7189,-85581.300,6697,
45,56,Rh,,,0, ,1/2-, ,3.3,3,Y,104137860,9467080,EC,100, , , , , , , , , , , , ,-1980.284,3903,-10270.96,19,-2612.91,7,545.698,6,9892.61,19,5474.00,6,8588.216,58,100906158.905,6270,-87412.416,5841,
45,58,Rh,4.4945,23,0, ,1/2-, ,STABLE, , , , , , , , , , , , , , ,-0.0884, , , ,-574.519,2420,-8199.85,229,-3128.76,246,-764.537,2343,9319.71,7,6214.24,225,8584.192,22,102905494.068,2470,-88031.708,2301,
45,60,Rh,,,0, ,7/2+, ,35.36,6,h,127300,220,B-,100, , , , , , , , ,4.452, , , ,566.646,2346,-6527.45,245,-3931.56,24,-1916.753,4,8963.21,3,7044.50,285,8572.704,24,104905687.806,2685,-87851.243,2502,
45,62,Rh,,,0, ,7/2+, ,21.7,4,m,1302,24,B-,100, , , , , , , , , , , , ,1508.936,12111,-5027.49,12,-4684.75,16,-3001.191,15,8572.39,13,7829.45,13,8554.103,113,106906747.974,12937,-86863.703,12051,
45,64,Rh,,,0, ,7/2+, ,80.8,7,s,80.8,0.7,B-,100, , , , , , , , , , , , ,2607.021,4187,-3546.57,4,-5134.28,35,-4261.054,10,8039.05,15,8627.08,10,8528.142,37,108908749.326,4336,-84999.455,4038,
45,66,Rh,,,0, ,(7/2+), ,11,1,s,11,1,B-,100, , , , , , , , , , , , ,3681.435,6887,-2044.86,7,-5979.45,11,-5519.181,12,7547.08,19,9520.85,11,8495.631,62,110911642.531,7354,-82304.452,6850,
45,68,Rh,,,0, ,(7/2+), ,2.80,12,s,2.8,0.12,B-,100, , , , , , , , , , , , ,4823.555,9881,-517.29,10,-6909.68,12,-6899.417,38,7107.35,45,10425.69,12,8456.821,63,112915439.567,7653,-78767.536,7130,
45,70,Rh,,,0, ,(7/2+), ,0.99,5,s,0.99,0.05,B-,100, , , , , , , , , , , , ,6196.554,15350,1189.80,10,-7630.12,13,-8040.097,89,6590.52,72,11296.99,8,8410.658,64,114920310.993,7854,-74229.831,7316,
45,72,Rh,,,0, ,(7/2+), ,0.44,4,s,0.44,0.04,B-,100, , , , , , , , , , , , ,7527.104,11411,2862.94,11,-8510.75,10,-9407.508,433,6232.57,74,12117.43,10,8359.281,76,116926035.623,9546,-68897.373,8892,
45,74,Rh,,,0, ,(7/2+), ,171,18,ms,0.171,0.018,B-,100, ,B-N,6.4,1.6, , , , , , , , ,8585.108,12440,4494.63,10,-8927.72,790,-10258.794,298,6006.65,26,12852,200,8303.394,78,118932556.952,10000,-62822.794,9315,
45,76,Rh,,,0, , , ,151,+67-58,ms,0.151, ,B-,100, ,B-N, , , , , , , , , , ,9932.201,619453,5958.60,619,-10293,738,-11203.128,738,5507,650,13527,738,8245.239,5119,120939613,665000,-56250.128,619444,
45,78,Rh,,,0, , , ,42,4,ms,0.042,0.004,B-,100, ,B-2N, , ,B-N, , , , , , , ,11070,885,7185,400,-11414,642,-12280.0,640,5351,500,14499,640,8186,3,122947010,429,-49360,400,
45,80,Rh,,,0, , , ,26.5,20,ms,0.0265,0.002,B-,100, ,B-2N, , ,B-N, , , , , , , ,12120,640,8318,582,-12645,707,,,5182,640,15329,781,8126,4,124954911,537,-42000,500,
45,82,Rh,,,0, , , ,20,+20-7,ms,0.02, ,B-,100, ,B-2N, , ,B-N, , , , , , , ,13150,781,9758,721,,,,,4802,781,,,8062,5,126963467,644,-34030,600,
46,45,Pd,,,0, , , , , , , , ,EC+B+,100, , , , , , , , , , , , ,,,,,-2835,566,12640.0,500,14292,566,1519,500,8181,4,90950692,430,-45930,401,
46,47,Pd,,,0, ,(9/2+), ,1.00,9,s,1,0.09,EC+B+,100, ,ECP, , , , , , , , , , ,-12734,501,-29942,584,-3166,423,10010.8,300,12492,425,3291,301,8319,3,92936660,323,-59001,300,
46,49,Pd,,,0, ,(9/2+), ,5,3,s,5,3,EC+B+,100, , , , , , , , , , , , ,-10369,298,-25628,400,-4150.99,4,8374.706,5,11934.95,5,4347.26,5,8428.98,32,94924888.512,3253,-69965.900,3031,
46,51,Pd,,,0, ,(5/2+), ,3.10,9,m,186,5,EC+B+,100, , , , , , , , , , , , ,-6980,110000,-21365.52,90,-3014.05,5,4791.709,36,9693.75,6,5407.09,11,8502.43,50,96916471.987,5200,-77805.843,4844,
46,53,Pd,,,0, ,(5/2)+, ,21.4,2,m,1284,12,EC+B+,100, , , , , , , , , , , , ,-5470.178,8004,-17187.55,33,-1149.82,11,3398.649,8,8932.99,7,6296.42,13,8537.93,50,98911773.29,5347,-82182.651,4981,
46,55,Pd,,,0, ,5/2+, ,8.47,6,h,30490,220,EC+B+,100, , , , , , , , ,-0.66, , , ,-4097.759,6668,-15365.49,7,-1736.5,5,1980.284,7,8290.67,18,7129.98,19,8560.864,45,100908284.828,4925,-85432.132,4588,
46,57,Pd,,,0, ,5/2+, ,16.991,19,d,1468020,1640,EC,100, , , , , , , , , , , , ,-2654.498,4207,-13281.82,8,-2256.72,89,574.519,2489,7625.34,77,7962.84,6,8571.019,9,102906110.84,1018,-87457.189,950,
