energy, unc, intensity %, unc,daughter level energy,end level energy,X-ray, shell,multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy , unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc,Q , unc, Z,N, symbol 
13.122, ,0.004, ,70.510, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.000177, ,212.342, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.0000059, ,365.93, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.000218, ,212.342, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00000158, ,279.71, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.0000099, ,303.59, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.0287, ,212.342, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00435, ,163.34, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00096, ,103.636, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00000058, ,365.93, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00175, ,279.71, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.0118, ,70.510, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00063, ,279.71, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.0000519, ,201.594, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00068, ,94.645, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00000161, ,303.59, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.0012, ,279.71, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00000444, ,237.895, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00094, ,212.342, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.000253, ,201.594, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00023, ,94.645, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.676, ,57.101, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.000317, ,201.594, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.0000005, ,365.93, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00000265, ,237.895, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.046, ,86.469, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00000094, ,300.48, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.022, ,237.895, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00009, ,201.594, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.0000097, ,365.93, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00009, ,365.93, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00106, ,300.48, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.0008, ,300.48, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.000127, ,169.152, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.026, ,237.895, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.000072, ,169.152, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.0079, ,237.895, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00081, ,300.48, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.504, ,86.469, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00000409, ,365.93, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.00038, ,169.152, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.0024, ,237.895, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.000006, ,306.05, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.122, ,0.004, ,300.48, ,X,L3M4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.000006, ,306.05, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.004, ,300.48, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.004, ,70.510, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.000177, ,212.342, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.0000059, ,365.93, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.000218, ,212.342, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00000158, ,279.71, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.0000099, ,303.59, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00435, ,163.34, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00096, ,103.636, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.0287, ,212.342, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00000058, ,365.93, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.0118, ,70.510, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00175, ,279.71, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00063, ,279.71, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00068, ,94.645, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00000161, ,303.59, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.0012, ,279.71, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00000444, ,237.895, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00094, ,212.342, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.0000519, ,201.594, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.000253, ,201.594, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00023, ,94.645, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.676, ,57.101, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.000317, ,201.594, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.0000005, ,365.93, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00000265, ,237.895, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.046, ,86.469, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00000094, ,300.48, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.022, ,237.895, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00009, ,201.594, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.0000097, ,365.93, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.0008, ,300.48, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00009, ,365.93, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.000127, ,169.152, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.026, ,237.895, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00106, ,300.48, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.000072, ,169.152, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.0079, ,237.895, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00081, ,300.48, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.504, ,86.469, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00000409, ,365.93, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.00038, ,169.152, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
13.289, ,0.0024, ,237.895, ,X,L3M5, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.000077, ,365.93, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.00286, ,212.342, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.0000207, ,279.71, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.000129, ,303.59, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.38, ,212.342, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.057, ,163.34, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.0126, ,103.636, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.0000076, ,365.93, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.154, ,70.510, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.008, ,279.71, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.023, ,279.71, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.0089, ,94.645, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.0000211, ,303.59, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.00068, ,201.594, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.0123, ,212.342, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.015, ,279.71, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.0000582, ,237.895, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.00332, ,201.594, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.00302, ,94.645, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,8.9, ,57.101, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.00415, ,201.594, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.000006, ,365.93, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.0000347, ,237.895, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.6, ,86.469, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.000012, ,300.48, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.0012, ,201.594, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.29, ,237.895, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.0138, ,300.48, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.000127, ,365.93, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.0104, ,300.48, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.00118, ,365.93, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.00166, ,169.152, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.00094, ,169.152, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.34, ,237.895, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.104, ,237.895, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,6.6, ,86.469, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.0105, ,300.48, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
14.048, ,0.000054, ,365.93, ,X,L3, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
